Hour_Index,Turbine_ID,Rotor_Speed_RPM,Wind_Speed_mps,Power_Output_kW,Gearbox_Oil_Temp_C,Generator_Bearing_Temp_C,Vibration_Level_mmps,Ambient_Temp_C,Humidity_pct,Maintenance_Label,Target,Split
54,1,13.898748095152888,8.487673274923294,1574.7368031611802,63.54653845984478,85.27546304310737,1.9361279984932684,7.766582646546665,55.24328652031398,0,1,train
55,1,14.46974238162756,7.207127167737656,1489.2969640045442,59.82378838790313,72.23175347326409,1.7604244214822302,19.823625664581947,60.35263551971729,0,1,train
56,1,14.958373965713076,7.099884341926087,1512.250549833952,74.8673044580128,73.1047117690884,1.78808417075667,10.90753488813655,52.247682063323126,0,1,train
57,1,14.452720163662478,6.771945980876376,1737.4141743400596,63.44637867691403,71.86737908655728,1.5615739887516042,14.257010461894144,50.12064154203459,0,1,train
58,1,15.471826991266395,8.651065056670305,1383.023156617491,56.70454205806172,76.46833011804733,1.9022460353088932,11.299607345678648,47.08963929101885,0,1,train
59,1,14.353427115757473,6.918451996385605,1668.7141635072564,69.40819878474726,74.96013679341691,2.295988827778005,10.386841538238093,51.38715798671736,1,0,train
60,1,17.084477230541562,9.390903496185274,1299.2431978637226,70.33728086117375,78.55727132597413,1.9421244105734616,2.923987402412425,65.95401135710424,0,0,train
61,1,15.027690931616212,8.127365478537156,1463.8577160573022,63.80753316307971,72.70945048584312,1.87480141394912,8.090448888156192,55.865487611823,0,0,train
62,1,15.797484204478314,8.145204060285458,1679.5164556638963,64.62746176734413,77.83170065259512,2.1663636352210527,1.2691922066940435,86.16699946601594,0,0,train
63,1,14.337376241054152,8.57059866859316,1423.6740843457485,55.9755894966774,66.86228781058419,2.0096169893322764,11.298612508607407,50.95683374895592,0,1,train
64,1,15.012951537954097,7.124301258332758,1480.2037031298685,67.38414047162055,66.35209953495428,2.248342791930469,20.3352200087569,40.5506070962925,0,1,train
65,1,14.398031321103616,8.760251094635361,1610.6329104828442,68.85819074650668,71.38330458774384,2.4867696156804837,1.1487840582905395,49.673709309657056,0,1,train
66,1,15.45151594201897,8.64380260170432,1568.3961637474451,64.27737957323048,78.34050475878357,1.9621584681008648,12.896517184361102,64.97291777830775,0,1,train
67,1,14.512393775927508,7.5674418121803795,1539.4452142378298,62.89507759589869,76.44887428448206,2.415080159729088,14.35562351715846,56.73976467832159,0,1,train
68,1,14.499213617582406,9.907018901910556,1555.253315234744,66.47775225489576,78.53962183484838,2.4416901051732363,19.99024771143514,44.204792426874064,0,1,train
69,1,14.760821333969831,8.823104975745007,1589.2410819815211,65.47810222944696,70.57592029041008,2.05738825224486,10.825971900602884,65.68936674469641,1,0,train
70,1,15.338496407494414,7.584712086099199,1563.2781866106284,76.35346428902199,75.90933127529247,2.0496441172600672,7.7031955022987795,51.50155630535208,0,2,train
71,1,15.071566237219391,7.522342553234884,1547.8979825746392,66.66831052643474,80.18769972128949,1.8979967202290504,8.650625323533143,50.21236284217693,0,2,train
72,1,13.981380551895512,10.976196928154971,1641.4251262612413,62.63205609511446,75.1363235240944,1.9729799384170128,18.53081986698856,65.1701573011796,0,2,train
73,1,13.941614597152949,7.487085625028585,1517.0594203580863,69.17782699174953,70.54578328774461,1.5350560677095195,10.902654209027157,86.43571583398551,0,2,train
74,1,15.64335393105407,9.56470458493353,1620.4970647300747,68.36212509447546,71.8506417718961,1.9633061692807072,8.35363146472091,55.29718553270556,0,2,train
75,1,17.538691101737488,8.523952667107794,1441.1913173685448,64.33299571054228,80.35498233602627,1.8834398797174008,14.26123244515134,36.7926262602187,0,2,train
76,1,14.93452264624254,8.8074173610828,1584.0527250251555,64.8075413999013,72.78260053757356,2.0165311918890065,9.045442543058286,63.12974151816852,2,0,train
77,1,12.303113357058429,7.945705133482188,1476.906546979132,68.48103182406709,84.24478047472672,2.2253130059095514,8.655556547225848,48.934740912583294,0,0,train
78,1,15.000699117557176,8.158255980953367,1432.243378726629,65.74643281736239,71.0872814738276,2.134856093749355,9.425779902584884,61.55036623595519,0,0,train
79,1,13.566291427538117,9.465389755519094,1530.3105666100578,70.83250414962554,80.19996219914916,1.799875943885412,22.149238643269843,79.49732595601229,0,0,train
80,1,16.246085192497628,5.9266097675918505,1465.7312405919652,63.14279567002104,67.9624415264109,1.844436662481825,4.447120772670856,77.52270443423623,0,0,train
81,1,14.743182972074267,9.024286581779393,1337.7476369802248,66.70494176138567,75.12785668204717,1.7178298939188434,1.4574836021574615,70.10345002941578,0,0,train
82,1,15.500477519420633,6.946741279355004,1464.9318472121213,63.85391974223204,79.06931954061803,1.81191724508642,11.17326002577543,62.527555075378864,0,0,train
83,1,14.724190434398007,6.942468748566657,1439.6563745097235,63.71438864376391,81.81576551053352,2.1539839117059327,11.65159534121308,68.70009907564075,0,0,train
84,1,13.758498769050878,7.183694590945154,1631.576650828216,56.23446476530892,78.7817578464369,1.7173951309316444,16.233473682647936,38.30122312959141,0,0,train
85,1,14.633026801119618,8.472396642839358,1516.6415148762887,60.12010095854167,74.90055135254605,2.06672870629012,9.67853656444751,46.57293441493716,0,0,train
86,1,15.30780176889206,6.289831607343374,1365.1814577894288,68.71632047011357,75.85432719063971,1.963203332729464,10.092169665326963,63.47581705361671,0,1,train
87,1,16.103025266777784,9.151425374464733,1512.0647225994794,71.56045974874822,74.9588171646896,2.271831525442112,9.256517879438896,53.20758083286561,0,1,train
88,1,15.256029734313875,8.982690983945513,1666.5474444462575,70.07185032509065,65.79562884334177,1.7440846066528597,6.875907111521606,60.26091050210834,0,1,train
89,1,14.651986913703162,8.198558362896291,1356.5635032841155,67.90511004932993,67.37992379136485,1.8403121905165891,16.706559598500675,51.16222211135732,0,2,train
90,1,15.541001872603628,8.132936185222691,1551.9872226349985,64.40838288659505,74.75095684086712,1.7761770143946582,11.488801254591989,42.8045899328778,0,2,train
91,1,15.23599975667733,8.232676357913794,1451.9877410203708,76.49234430867416,68.65989244178466,1.7341708345676967,18.27489187868293,52.95720869410107,0,2,train
92,1,13.442047682323333,7.599618639816682,1549.973762011211,67.66297554685275,69.56109532369119,2.185896501468954,1.1856653556447991,71.44135202616418,1,2,train
93,1,15.66373721388802,9.01014146042862,1413.1392810734396,65.22383433547452,81.42266516966947,2.1378072406429944,14.18848719200244,73.67985307442414,0,2,train
94,1,14.929834288541352,6.339039066484009,1542.9618219132583,66.03843843581555,76.35789418597686,1.744650284835938,4.594717297958688,70.53152853332904,0,2,train
95,1,14.803997368757669,7.036192489902782,1565.6883366224342,68.95824573961396,74.66561837761367,1.8672748097235847,20.95533002779859,63.40067630525231,2,0,train
96,1,13.59484007763554,8.501033343517346,1395.751512577286,71.38963414619083,73.69486373376603,2.0269969441639377,12.062851983220613,40.70315403685842,0,0,train
97,1,16.230161313457145,8.836061051159524,1235.274712010249,68.64771383317907,73.90948050813029,2.1991715057436987,11.280807292169124,59.80118389711135,0,0,train
98,1,15.082283989275425,9.065480375065352,1448.2711549899627,72.0467372009279,86.49449061809625,1.927432287912068,7.77248739299614,74.533844771177,0,1,train
99,1,16.73772942874446,8.168476159414984,1499.1135977343622,64.32663622958701,78.93087460094601,1.9095343668731,13.336030467659192,76.13969820727445,0,1,train
100,1,14.754930381683664,7.116842754903523,1435.144814394063,69.00928666020083,76.37002892542786,2.010061304551064,11.2174786940395,69.28097776616194,0,1,train
101,1,13.877277978437702,8.38240974618405,1516.6452208213057,67.46225632004075,76.44584321953909,2.491060027982179,6.81130007874342,54.69003044998183,0,1,train
102,1,15.468563493371525,8.508189777492131,1375.0824938675953,67.85740348288492,87.50849106430222,2.093924157875101,1.5049639757816615,61.77375391839546,0,1,train
103,1,15.169652889470852,7.996987396816161,1491.289115663761,69.72704949988567,81.89137393167861,2.1367171490402166,9.334709576644658,71.2567878436963,0,1,train
104,1,14.819009261060277,6.238136257960262,1493.0977485003773,64.06210667864875,75.62577348531444,2.045929035387596,5.171912000614242,51.46585960250346,1,2,train
105,1,15.88410083655918,7.049316208594673,1415.9091201952144,64.95860962724976,78.47380515423269,1.7878346408331809,-7.404044143800419,51.29776757856489,0,2,train
106,1,15.151369474570377,8.862796985790489,1554.466744431839,75.08443772093457,77.04706708934565,2.1275946540301547,15.508283569981836,60.6361775995017,0,2,train
107,1,15.820482181197365,8.507274031107297,1606.6674689589154,70.84647795222837,81.91079495518764,2.1297419775179285,9.164409598415729,61.46713686433323,0,2,train
108,1,15.229627930163652,7.847528644894904,1418.9224080107017,69.3113151239844,78.2626734687974,1.6214908029392072,8.584454993823732,51.179726587925714,0,2,train
109,1,14.7788026682742,8.189720883558058,1618.6387412215288,63.81823583037821,69.07289997659845,1.9202215015492896,13.852126085583212,66.76770270716955,0,2,train
110,1,15.490419571702766,7.396219760937931,1476.6009333097836,74.23403020043484,72.06725955739329,2.382160917691757,15.518334712629024,77.25416275055466,2,2,train
111,1,16.13660477170456,7.543032676422575,1488.7008218131914,58.87532474905524,75.44476136304851,2.23318274307428,7.28697579120861,68.77101978786293,0,2,train
112,1,15.2438007137712,7.435921369263272,1371.9695601329106,69.36228664140073,78.2510058897933,1.9801648272441237,19.233184980238327,49.29915233673847,0,2,train
113,1,14.656311652062216,9.549209476526304,1388.3414195746152,59.14328495134514,79.71083252581914,2.172019276828614,11.76881389495934,57.12047778097194,0,2,train
114,1,15.950502755282624,7.657024171697371,1550.550181061149,64.85537557912565,76.34834678698536,1.9539887128807236,13.538577706248102,67.22540080290077,0,2,train
115,1,14.62979057718675,8.02330760088587,1435.002678813653,69.68611810767425,74.19187127268765,1.731745065796343,2.869372336653515,66.06165090611456,2,2,train
116,1,14.959842049355656,6.569224897881952,1512.810441491079,61.5947417126256,79.20321774494361,1.8694752041395215,7.769082833926101,41.10459269054469,0,2,train
117,1,16.96282263404546,7.614939738140494,1532.8495370129815,64.63858260964788,79.50912400180846,2.254935467712952,11.28998496060033,64.69116709781062,0,2,train
118,1,14.736678097386037,7.59671049802688,1740.2026281835456,64.8869845527759,77.62444389331975,2.356325018085073,5.618406660129093,60.37660233167938,0,2,train
119,1,14.820988032882514,7.2681229143697825,1519.5410284996633,59.68683611291949,79.94441368654509,2.124661961330921,7.53268591817992,55.55016678626141,0,2,train
120,1,15.210567977628584,8.880296249253249,1647.5853280487286,72.61842099720302,76.85979950379249,1.965613661927096,10.731240039094278,65.22120357255079,0,2,train
121,1,16.049552715319336,7.464764788439432,1631.7394065634326,65.987998023462,85.37630436312632,1.8621624363820863,18.679819015826247,61.97910783462648,2,0,train
122,1,14.348581996385551,7.5161141659456785,1467.965269180568,67.12082973200958,77.6141774401775,1.8852599992122845,9.878227038695083,81.42270358611864,0,0,train
123,1,15.505991109959536,6.002588656540493,1415.662684546062,64.9322522597627,68.15150910157466,1.9051651367140192,3.276572873780329,56.298293694466096,0,0,train
124,1,16.13125279039774,7.7252525048255825,1638.4442111685646,68.7872787465852,75.14298388359173,2.3160465174701645,14.761467305186049,89.46212826663225,0,0,train
125,1,16.683927691457868,7.54111573713106,1607.8680833431297,64.80745765249647,74.1368635002959,2.1767319874973343,13.2616143920671,44.23607843015751,0,1,train
126,1,13.722779534076915,6.451220177487788,1624.6326885797453,64.36594251048489,78.74651208698751,1.8565424100087844,18.28494234852388,44.59581328110964,0,1,train
127,1,15.323800127605946,7.70851002100651,1334.9508789962238,64.74788574139257,74.21634800888737,2.212480301975024,-1.1721322115710129,62.35199828854701,0,1,train
128,1,15.268216808277696,7.286383444259236,1412.6049654508574,56.868911427056304,83.58382740157194,2.3075223120148083,2.9685768570835886,54.47372005093799,0,1,train
129,1,15.076821891060256,6.71700777581143,1599.626681944714,62.53121708419344,67.21709050670124,1.9143769678068172,17.503798953171554,68.50221742113493,0,1,train
130,1,13.703498232519172,6.487404499161184,1336.327500870066,71.02845730040715,82.4734428768219,2.0355511787160805,7.6614361392957155,77.91143786862627,0,1,train
131,1,16.584003605563694,10.307791694996068,1467.8376863954036,62.74497484935036,75.74588630172468,1.9044639708211584,6.880649019949397,54.6326145975849,1,0,train
132,1,15.07863519031609,6.001799315467892,1591.6327674702482,66.73244237948997,79.99005054929826,1.420748924361262,20.44187352390364,58.604103718448265,0,0,train
133,1,14.26731580874238,8.505427146624818,1559.9994207924838,60.94963457895255,72.70781529906542,1.8812326982003091,9.48577918431965,59.732056533643366,0,2,train
134,1,15.183771134623042,8.166769619596518,1459.7965189654776,66.3951521273127,78.0901435549181,2.028207331164513,12.52969918266862,69.90353411037508,0,2,train
135,1,15.302635465239034,7.245724149980642,1493.5861653407007,66.6438120515174,76.60678607725137,2.084384150847057,18.068556345293235,64.5353430151398,0,2,train
136,1,16.22319010542666,8.694233410485984,1488.847794234105,68.83906959738198,78.94950040018936,1.921714896662653,2.654602196818958,51.008383729979606,0,2,train
137,1,16.109260202222924,6.537964028498115,1617.158052688251,75.1417859611512,79.37417219134565,1.5686038710600654,15.317828596930092,82.46128965936012,0,2,train
138,1,16.64201516013637,9.009817089342636,1431.1849654822277,76.26217902672154,79.90882743495797,1.9350337232982755,-2.497028574367865,82.90942572590743,0,2,train
139,1,15.089608159927607,6.818606016701199,1485.0012108600274,56.828523321851165,80.11220476196905,1.5628579035049317,14.27450189810355,69.79410900834061,2,1,train
140,1,15.758928589786764,8.281191423969375,1510.4201103951875,64.6870343605024,71.23017705566662,1.9438649846266447,1.5352159290230727,59.0166037320525,1,0,train
141,1,15.522418613282564,8.206843851996526,1745.5776199562556,69.89446769956362,76.27124602067464,1.904117628236381,11.581000381022804,59.33609595906864,0,0,train
142,1,14.86573189664249,7.84077612190329,1403.0800389686233,67.75518651121268,84.23313250415237,2.044456543491657,10.802381034994228,50.62771951166177,0,0,train
143,1,14.856154229088036,8.796208808452521,1547.7003719395072,53.61543650950196,76.23748898418606,2.450090953563254,16.626345255191655,64.22013160706969,0,0,train
144,1,13.597394728200308,9.74957674318694,1375.6136764608714,61.53547401102046,71.40796367215401,2.1789848753888883,8.525251608539861,72.47742072673734,0,0,train
145,1,15.58667820853008,8.681006238741556,1475.5199758193698,59.36247831129702,72.76426768808044,1.882788579625875,9.598704768962271,70.9327090545993,0,0,train
146,1,16.22458443762614,9.623396562299046,1346.305203997368,66.33875612182231,82.2974680169176,1.662937812247612,11.571917470274236,59.97916202579816,0,0,train
147,1,16.67227923608685,8.922932182209408,1313.1799600044856,55.129312758320566,80.21304417818243,1.8960293216902493,1.754588330328886,70.45735132540341,0,0,train
148,1,14.620872259012511,7.796419639897638,1441.8319086051356,59.92621634653567,71.75361227466996,1.7552119466475486,10.17041734129613,52.30026768941358,0,0,train
149,1,14.479086180663316,8.205428596271469,1365.4631547764502,69.12007415299176,83.44818498847349,2.1741152431628485,8.767456537229297,44.61964292234559,0,0,train
150,1,15.694997900776874,9.946542837514766,1473.9501438061277,73.6341692110938,75.48216859396744,1.863822543592184,5.046538056811484,66.29413584886788,0,0,train
151,1,13.443993267226316,6.178095267347646,1266.4427275833373,62.50351380214001,71.23350887830722,2.15786312237092,6.756687064755651,62.73376347944267,0,0,train
152,1,15.298052210107176,9.001927548955194,1376.183722519443,65.12426169122323,71.58982808400343,1.7651020235013724,2.317741297548856,48.09351427821299,0,0,train
153,1,13.163794626896705,8.507991326912544,1389.6633393826123,54.23554703523759,76.94289302265481,2.498599903486558,9.969645442300534,68.38490774451643,0,0,train
154,1,13.006069163731963,9.21833731558538,1248.496154746499,65.14101355760964,85.95953677372208,2.1361315879063087,11.865294676603185,80.01945966802973,0,0,train
155,1,14.638614232818162,7.549898866309776,1445.3739828969103,69.90534326837351,78.56135744752939,2.0240451266868424,6.389093460365139,86.29212631300273,0,0,train
156,1,14.974973041254856,8.817766299200287,1639.0207549017314,67.78905153175931,75.0517630992169,1.737632753529968,4.674431684623137,56.94775295645332,0,0,train
157,1,14.939479477693691,6.948305111900298,1341.874242908052,65.18055087665064,76.2093335075677,1.8060952220960045,13.628834115815163,55.410431141754266,0,0,train
158,1,15.540112711683127,6.717501378878477,1403.3482974065007,67.08595232191283,71.55666622518528,1.987468608759511,7.181754862868287,55.89068843700816,0,1,train
159,1,14.290873615098088,8.854460626794694,1554.852985853477,60.38783656994261,82.60586068882371,2.26965601318528,6.334969683616794,52.567099970350334,0,1,train
160,1,15.490636221422715,6.972097234286305,1547.0602600775044,68.65056678254868,72.83733869150491,2.265415620402733,3.635876939692465,73.45406190611672,0,1,train
161,1,16.207809308461,7.683349970738772,1587.8643509726044,68.81099200396106,74.8505476304885,1.9651372589930505,8.042175968350978,59.848068712300105,0,1,train
162,1,16.749241622043527,8.794017073541134,1545.753734614823,59.03201544839502,79.67619080699814,1.9012458844503,4.027801209971501,65.12843613079377,0,1,train
163,1,14.877653097358897,7.564843402145248,1581.6117436057334,58.45975739220791,66.28587834133212,1.9990076031919923,8.052016965706038,65.53833331781546,0,1,train
164,1,12.697303010455284,7.555054239875329,1412.517961992388,53.61813245703999,76.42444946286099,2.0414187724465904,15.71163227269176,48.791776344796126,1,0,train
165,1,14.802195314103493,7.620242660019758,1491.2361742183523,65.76358949609914,77.94099967485928,2.1017336499174277,-2.1585678563107398,59.02691811227973,0,0,train
166,1,16.301741289398798,9.561511196726851,1503.2004149065767,61.23291064826908,77.29986071469558,1.864456926049579,20.066936237633115,61.36535331082737,0,0,train
167,1,16.09306858661321,8.575369627192375,1256.6097743451965,65.92883746043385,76.17881066200702,1.996350006959896,6.945550542157054,71.94531874506444,0,0,train
168,1,16.255198484453253,8.188416008297429,1487.4061027053167,61.41257406959459,75.14889631617312,1.8304040244689328,10.87009278310302,62.45733982921353,0,0,train
169,1,13.578189333258155,9.501333651955488,1467.7320161157863,63.74583491772477,81.6409707092453,2.111246001880132,12.27943886040804,81.65002344901083,0,0,train
170,1,14.691450398326213,8.686946492647222,1492.6931031592928,59.66491706791062,74.81611847152276,1.796957319370957,10.20493394887971,68.29473929231466,0,0,train
171,1,14.146263465315087,8.359209400457841,1555.6820840775,63.94814920719477,72.02611872722169,1.743740465304629,1.3113512247435395,40.52116486678837,0,0,train
172,1,14.778746376414228,7.723186700111079,1530.74066978091,69.07868606269648,79.30236744179872,1.8833845122862125,9.164391431067942,62.825799504882994,0,0,train
173,1,13.706441360832702,8.234137547113296,1485.3001217802928,63.177663687398855,70.85768615516136,2.181868003621075,18.649455772599172,63.001921626001945,0,0,train
174,1,15.39968795175264,7.348643106208171,1447.1383318250244,67.93182009377547,81.19141535716818,2.0042543153472123,11.54416506299482,77.02214944635239,0,0,train
175,1,15.660010593117118,9.435247026472537,1516.2669998997533,60.71846715278426,74.10695012726327,2.203508183321351,11.031237728689314,47.948582077957234,0,0,train
176,1,15.828454515695109,7.073286897507819,1628.7982473801935,62.885940194572285,76.30331416575204,1.7198984079450113,13.599186454356952,74.46503935946578,0,0,train
177,1,16.19663148664565,7.390217095680618,1486.5982833327082,65.07344097364599,71.0755084345888,2.129656086768772,9.395259256961092,64.19532443907028,0,1,train
178,1,15.634241143059224,8.475285589319892,1523.1512739295572,48.24194741547661,73.56204490274907,1.811682096529871,16.053697694695426,66.19037198286294,0,1,train
179,1,15.393911973236152,7.124974592343755,1458.380599726986,59.09608968674831,79.90242499760286,1.9488237284658936,18.960779553803164,60.811002440400216,0,1,train
180,1,16.542109952567877,10.006092888159124,1706.15035766364,71.04183115296571,80.12031262905731,2.1185053898402364,13.891805380833189,54.488142836714665,0,1,train
181,1,14.007657160125149,8.385884383084326,1606.759930081249,69.24164750188164,75.40781517492182,2.2613114923528697,5.477426555052836,56.96907055605308,0,1,train
